ID	YF10	YF11	YF12	YF13	YF14	YF15	YF16	YF17	YF18	YF19	YF1	YF20	YF21	YF22	YF23	YF24	YF25	YF26	YF27	YF28	YF29	YF2	YF30	YF3	YF4	YF5	YF6	YF7	YF8	YF9	CF10	CF13	CF14	CF15	CF16	CF17	CF18	CF19	CF1	CF20	CF22	CF23	CF24	CF25	CF26	CF27	CF28	CF29	CF2	CF30	CF31	CF32	CF33	CF3	CF4	CF5	CF6	CF7	CF8	CF9	GXFCY10	GXFCY11	GXFCY12	GXFCY13	GXFCY14	GXFCY15	GXFCY16	GXFCY17	GXFCY18	GXFCY19	GXFCY1	GXFCY20	GXFCY21	GXFCY22	GXFCY23	GXFCY24	GXFCY25	GXFCY26	GXFCY27	GXFCY28	GXFCY29	GXFCY2	GXFCY30	GXFCY31	GXFCY3	GXFCY4	GXFCY5	GXFCY6	GXFCY7	GXFCY9	JHFTF11	JHFTF12	JHFTF13	JHFTF14	JHFTF15	JHFTF16	JHFTF17	JHFTF18	JHFTF19	JHFTF1	JHFTF20	JHFTF21	JHFTF22	JHFTF23	JHFTF25	JHFTF26	JHFTF27	JHFTF28	JHFTF29	JHFTF2	JHFTF30	JHFTF31	JHFTF32	JHFTF33	JHFTF3	JHFTF4	JHFTF5	JHFTF6	JHFTF7	JHFTF8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	0.0021150555692735	0.00105992462160366	0.00154823302369628	0.000979863264016826	0.00165888548420712	0.00105814560747095	0.00178844008863836	0.00195316391140122	0.00168847037646677	0.00128269153535508	0.00193826221503081	0.000866574849778213	0.00172369064364393	0.00122746498799349	0.00175597847830759	0.000739433098425286	0.00104721900404566	0.0011719366008196	0.00145166698743433	0.00114633509218521	0.00109292783606424	0.00118982291695945	0.00129744805112662	0.00107660947860758	0.00147788486545214	0.0012261521548438	0.0014447736294416	0.0013338150823248	0.00132286862018558	0.00197833049609284	0.00122207156998405	0.00205369491966526	0.0020268589576337	0.00368548202348455	0.00234823977521248	0.000852774871065392	0.00362247812019837	0.00151687311595594	0.0027122649314286	0.00137942839768268	0.00173602959165546	0.00242807388709111	0.00422110513915291	0.00220543570461926	0.00428584495923497	0.00555484129722678	0.00149052474316939	0.00205411932657606	0.00104287165540536	0.0018590698034737	0.00111847983318697	0.00212982788300222	0.00260168260709873	0.00222887980506975	0.00152086276474865	0.00141844383506558	0.00195914224236391	0.00316187170420461	0.00169705911033721	0.00124467606891428	0.0012174347774129	0.000957714181068001	0.000922892967662595	0.000997022319414737	0.000708150377984221	0.0009585825494569	0.0010876574829399	0.00121200475353118	0.000694124030948949	0.000828820867354172	0.00133250216613576	0.000896270695920093	0.0012719610094736	0.00193133027090069	0.00139130881635894	0.000831295014414609	0.00064030186029455	0.00090060616050583	0.00122741860353086	0.00117367915910089	0.00142908004944389	0.00106893228769442	0.00112008821822432	0.000901131516187422	0.00121834321616823	0.000920056343583126	0.000832515780784612	0.000943177848772106	0.000857055303742201	0.00107209089276611	0.00357519682971962	0.00141356824922386	0.000264645656761739	0.00210164744026579	0.00317181791164884	0.00423990400016042	0.00313831264204527	0.00197788729607318	0.000494922786554121	0.00158230470642085	0.00127401313343413	0.00186039381593489	0.00155245235239457	0.00110954189236792	0.00231452464821254	0.0025637586830977	0.0019228243300827	0.00128493561946675	0.0017518178720437	0.00147414459511487	0.00196311601329936	0.00236148484127651	0.00133368476466314	0.00094987227027902	0.00141092590656435	0.00235280131171666	0.00177124349470154	0.000316524099033086	0.001455522271819	0.00172633477556637
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1179;s__	3.16136931143256e-05	2.61631491267457e-05	2.64192846096403e-05	2.55519167889467e-05	3.14070670568301e-05	2.49204629381508e-05	3.30935619060003e-05	2.75630642221478e-05	4.99876425652162e-05	2.88699273505224e-05	2.75228958028293e-05	2.87398254620046e-05	2.1856333816493e-05	2.2041597035758e-05	2.28920068350675e-05	2.64261712771402e-05	3.19369780588305e-05	2.49395110793824e-05	3.14633045577583e-05	0.0001448444964157	2.45212875950282e-05	2.13091049337072e-05	3.09953042927968e-05	3.03867048144382e-05	3.91129727927658e-05	2.17112055138802e-05	2.14662597200461e-05	2.864980281422e-05	3.0300465921634e-05	2.75994956339238e-05	9.00070157543494e-05	4.15974874210398e-05	9.35442175583483e-05	0.00186590997532235	3.17369810585248e-05	0.000195700916631158	0.00097670716423381	0.00091365112869799	0.0020390498009907	0.000115062953318704	0.000270398120636571	0.000357276963185812	0.000145807899059524	0.000843067544719432	0.00125765716755768	0.000501606778182752	0.000115450258889611	0.000180219515416873	0.000195105401375696	0.000295250899144016	3.17753604002587e-05	0.000636114498094194	0.00143787239260704	0.000170305911724153	4.55377289431924e-05	3.964014420705e-05	7.30880968538278e-05	3.88596689831687e-05	0.000447501543712707	0.000186797357865987	2.14637936591606e-05	2.28907704170041e-05	1.85500867623223e-05	2.35986059887248e-05	1.65580077366482e-05	2.326149107637e-05	1.97575366864747e-05	2.41180958896757e-05	2.62312116310967e-05	2.35980189944019e-05	2.32272312728398e-05	2.24344602683631e-05	2.09549374704132e-05	2.65800722696774e-05	2.18637486223734e-05	1.69187438102414e-05	1.75460564773916e-05	2.05179156439216e-05	2.11370961042367e-05	1.81489124913505e-05	2.24767686647517e-05	2.03299106216707e-05	1.80722077433122e-05	1.92741543834113e-05	2.01822315970158e-05	2.66442926028993e-05	2.09214393748326e-05	2.18036842824648e-05	2.14838288379635e-05	2.24750400273322e-05	3.15964602500753e-05	3.24472247441225e-05	4.04482840807161e-05	4.19988053913135e-05	3.24132673639038e-05	5.53214431791599e-05	4.36851469298074e-05	4.77063940568019e-05	3.46771150371949e-05	3.97926416880599e-05	4.03999088554602e-05	4.8798671105597e-05	4.41988982705151e-05	3.84092217146762e-05	4.03399054264082e-05	4.07325273207533e-05	4.72685544417882e-05	3.79308456296542e-05	4.39163028632087e-05	5.3225249364917e-05	4.30676037807547e-05	3.90062213572949e-05	4.42384176898143e-05	7.80379075331038e-05	4.79585069278939e-05	4.74188740187192e-05	4.20499211820577e-05	3.20580717371227e-05	4.34144756169604e-05	4.10641941224816e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	0.00201981572446405	0.0012814497140327	0.00199397210587106	0.00179189750802439	0.00217178769861139	0.0016488556294796	0.00217454916756363	0.00209370999824567	0.00171715391722179	0.00180391958511337	0.00254945820917351	0.00122423879297612	0.00176777055812401	0.0016396992324237	0.00154084518014528	0.00128972041014107	0.00155225444491148	0.00157488020911706	0.00246594240002425	0.00260086654579826	0.00198556037611099	0.00190462858284955	0.00196179459619002	0.00148484480946431	0.00154533472777015	0.00207181719749883	0.00203236773936223	0.00162490201626095	0.00254352436123753	0.00186866636431015	0.00226219304686784	0.00352955354622213	0.00255186613739639	0.00262162998441048	0.00260584175634401	0.00238835783574942	0.00274915901634442	0.0024617209565858	0.00321478972068279	0.00213431164798528	0.00208957857287475	0.00187268161734824	0.00280762780590821	0.00344539373464143	0.00241778143511823	0.00303965169268596	0.00242706120008863	0.00270442301645538	0.00263438364488225	0.00308712194378037	0.00316719682305242	0.00259126704671358	0.0035536794621039	0.00311756714718657	0.00311943159178868	0.00279008514679802	0.00256323518734538	0.00305713842599513	0.00228955970340107	0.00225906287644316	0.00175552674481521	0.00195388370091211	0.00268667356453727	0.00273697902874078	0.00219131006923614	0.0026510179079592	0.00243215282372431	0.00223971906616784	0.00192657813896176	0.0022392312796614	0.00212008587105446	0.00249165227267753	0.00238518888927351	0.00245049292199343	0.0033624724492069	0.00204857203223574	0.00178815453438934	0.00224204240783934	0.00253331583676973	0.00269497553993662	0.00316054043519448	0.00154603887479689	0.00275027703738381	0.00243582497323521	0.00168909047079083	0.00163687284266421	0.00150295119145566	0.00218922656629731	0.00211809444400622	0.00194843967968213	0.00210820629198056	0.00229484321754043	0.000731622358998269	0.00180454456293355	0.00165921919966549	0.00337789377616169	0.00214949575394912	0.00288457799226832	0.00181999398171835	0.00206781213396899	0.00189161819055009	0.00186864179570304	0.00218178316536887	0.0018298023025668	0.00176742959037516	0.00209567739922699	0.0027903583745957	0.00283525794473237	0.00305430058871955	0.0019001444639856	0.00219637416368366	0.00179808200382471	0.00213942174505951	0.00193480331090998	0.00196088577559782	0.00180342704972809	0.00225330825877607	0.00103304006507339	0.00206976691776716	0.00215090595714096
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__	0.000656894043555724	0.00159796108536371	0.000433014304445487	0.000657442042209163	0.000588510151075995	0.000741190676426575	0.000541503658340924	0.000416972532813931	0.000472555626116641	0.000940122306137996	0.00120943967470369	0.00106291810963856	0.000823799817318054	0.00085955034832189	0.000988402374546598	0.000710100369550897	0.000674422509717916	0.000902722745426782	0.000406788621668867	0.000549606929955569	0.000805086491366789	0.000283089047656406	0.000993791058764666	0.00052610059084794	0.000890347743899688	0.000256282246879447	0.000435359286198684	0.000569899152513375	0.00154812952432213	0.000459503598160633	0.000308144121594957	0.000292095109474529	0.000254528373261075	0.000762988721538501	0.000456629760361029	0.000515035174657563	0.000437359021141199	0.000815099879959148	0.000547003883693882	0.000478607295473937	0.000192135857222466	0.00047229150400792	0.00177381156630071	0.000466641994611551	0.000217980992665607	0.00039805146167106	0.000189385147695998	0.000434807845582473	0.000544469348292496	0.000343315861674156	0.000403989928457499	0.000419558177629196	0.000629982899409037	0.000482693064159259	0.000327529205664706	0.000257771437771483	0.000892380770924884	0.000240968383591701	0.000166710116033948	0.000400307810041836	0.000267731826738893	0.00048149380351444	0.000361711807106368	0.000358095928541568	0.000523414651905592	0.0002324429501217	0.000689598630554005	0.00019631581716158	0.00326480748808451	0.000432034337759137	0.000154113979550525	0.000272851882859042	0.00033286230753665	0.000150878607997605	0.000226985036387063	0.000189452786012019	0.000122219002824208	0.000175719923581362	0.000155678431903258	0.000339472482551114	0.000311324439758852	0.000307635968696932	5.95034263794928e-05	0.000110967095282665	0.000145171070904656	0.000719651871412322	0.00023444700017044	0.000271160640187342	0.000311582965315098	0.000183719480676956	0.000334384260568788	0.000583059131749501	0.000942553665034581	0.000373140134048999	0.00031427504122728	0.000534753795091616	0.000544259961073178	0.000371018947884336	0.00120358630571622	0.000381760951920313	0.00070183411393165	0.00112846754553865	0.00127368024673335	0.000850961694576375	0.000976117912784056	0.000630027931971359	0.000796723936637453	0.000671895144372617	0.000697053661111913	0.000672860862777857	0.000767403497242406	0.000674212747144778	0.00101294150536275	0.00132597862895851	0.000447665310331499	0.000785471642042323	0.00158653360192583	0.000145859823431236	0.000213507461928924	0.000968540709180729
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__;s__	0.00549210419393579	0.0047720703752411	0.00576761854792722	0.00514478956503274	0.00912234157001777	0.00558724646652558	0.00486214742814654	0.00263817831346406	0.00434397263926183	0.0115444805993862	0.0103768273340473	0.00459193699255919	0.00915145536351517	0.00626157243152041	0.00652627955946454	0.00274594279834229	0.00527940592686943	0.00183315427326577	0.00312561797735211	0.0120503045345228	0.00694414412424668	0.0121244022269739	0.007716162914278	0.0050723020066193	0.00700647624774717	0.00204751348941331	0.011410518880868	0.00531630183490601	0.00383760881045176	0.011430365882373	0.00729476257848165	0.00417425257358102	0.00348952436772043	0.0081342299050197	0.00626455784482058	0.00541800921398097	0.0123102615740965	0.00576225258213403	0.00332018817550936	0.00366807468176695	0.0023192627289831	0.00467636397480287	0.000961374939851197	0.00507872961366973	0.00237092557568092	0.00166305208680961	0.00309089535168347	0.00569634680843799	0.00353804266432255	0.00484893387682743	0.00424214847262645	0.00779891236917871	0.005242458948635	0.00422434718071347	0.00490620789386843	0.00922326461669234	0.00264620264636469	0.00517626981480903	0.00406145412574516	0.00492562905593673	0.0166554263775906	0.0130722738023827	0.00697521076356922	0.00808748663778898	0.00467176683352839	0.00329224566790407	0.00670308836312629	0.00560495717868234	0.00754429861583323	0.00619736838726416	0.0128484697901226	0.00874589393479233	0.00593820941549737	0.0227842242726757	0.0140638133460965	0.00877537011126348	0.00909458823954137	0.0152381130648238	0.00887185819623505	0.0182938614908765	0.0283174090740052	0.00730939074066381	0.00516177174021456	0.00896461442197989	0.0185554684167949	0.00859035334301753	0.0109138577972967	0.00927724460917508	0.00488730703455279	0.0104801009620524	0.00225227231439585	0.0152738191093451	0.000359932709592888	0.007381578826696	0.00370306435922691	0.0034780165716742	0.0170827456675695	0.0445530374009731	0.000588995434561434	0.00657119485228799	0.0150435122205513	0.00302026098227937	0.00330297635277154	0.00185122156870125	0.00583583761785219	0.00245242069566238	0.0123181477893082	0.00526596705075814	0.00316114100459786	0.00521523031596404	0.00422471867023575	0.00344085766557598	0.00596452993105849	0.0025536711446108	0.00121600323062499	0.00498322666208679	0.0226370169482961	0.000511753489916706	0.00232113654535277	0.00510574975448925
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA3824;g__UBA3824;s__	3.1527200273942e-05	3.65855337992153e-05	3.18874355396406e-05	3.06997873897533e-05	3.50958162296538e-05	3.48144632804175e-05	3.46601829638156e-05	4.43520801778931e-05	2.96720321980957e-05	3.22426487819961e-05	2.87211603993028e-05	3.22909155199233e-05	2.76105362665174e-05	2.99213970141446e-05	4.909486445529e-05	3.14087195273615e-05	2.89758230431968e-05	2.9470798285763e-05	4.02639221674322e-05	3.09600310662056e-05	3.00966359389588e-05	2.55210855484764e-05	3.77377010477551e-05	5.79580274365111e-05	3.18605461087249e-05	2.59562440588671e-05	2.86892227930128e-05	3.0695274545689e-05	3.20925839696349e-05	3.06766232742932e-05	9.64761429021768e-05	3.61799554790369e-05	0.00128961795012764	0.00126467801008672	0.000407483311823123	2.73506584954732e-05	0.00151923529072391	0.000365225971219952	0.000606627373502162	0.000118925828528307	6.17364321453616e-05	0.000836627194417764	0.000900863466477338	4.20657904679168e-05	0.00050153662530823	4.89760453907372e-05	9.79859350246597e-05	4.32609442564889e-05	0.000156772520360057	4.64807819836358e-05	0.000110074970641843	4.2670674612471e-05	0.000561657550176117	0.000383973476886902	4.07020160804455e-05	0.000169396659014133	0.000228576801554415	3.65659569016616e-05	0.000424204741850651	4.39759951797344e-05	2.41428296603107e-05	2.33475824594613e-05	1.85030720797574e-05	2.36478917722907e-05	2.00166659751183e-05	2.15753655458687e-05	2.21322938321895e-05	2.47470630115072e-05	6.53909012266616e-05	2.46031689375807e-05	2.39045672489653e-05	2.37056323100435e-05	2.03233286210917e-05	2.84572381575234e-05	1.93019286172009e-05	1.79305373843966e-05	1.99792918497332e-05	2.59460860753657e-05	2.23411154991991e-05	2.10668773393377e-05	2.31813100010975e-05	2.66116692482082e-05	2.1617101791203e-05	1.91696114792687e-05	2.23467173916035e-05	2.90034526773479e-05	2.23332266234443e-05	2.32374647453841e-05	2.32218848714507e-05	2.62597896203019e-05	3.51505916106453e-05	3.89185927139752e-05	5.44847675476069e-05	5.03390179993021e-05	3.45800230529222e-05	5.59474681245884e-05	5.09500612895147e-05	7.2595825230376e-05	3.60889059747374e-05	4.05843007367003e-05	4.35787987525377e-05	5.59103141773371e-05	4.98259643069939e-05	4.31848925277053e-05	4.5182935662232e-05	4.67328175562999e-05	5.79939803473003e-05	4.31187699525233e-05	4.3202279800426e-05	5.65288833696131e-05	4.5483445969056e-05	4.19743786230407e-05	5.00888976007099e-05	7.64987071572719e-05	5.56986459470374e-05	5.1785590958715e-05	4.71061969119538e-05	3.07034674464677e-05	4.91221166338344e-05	4.19674125848465e-05
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__	1.34046246784738e-05	1.40884114377744e-05	1.29999512801894e-05	1.31095355852341e-05	1.84815018822958e-05	1.21680773725936e-05	1.4665235518868e-05	1.1987071262557e-05	1.22593188030098e-05	1.37837125126414e-05	1.33502334344093e-05	1.23022077169626e-05	1.17947664185036e-05	1.28368596607973e-05	1.38131523590273e-05	1.25863169925222e-05	1.25096179251082e-05	1.26717387380522e-05	1.39273545210111e-05	1.36613344805375e-05	1.16707690053032e-05	1.1166327839254e-05	1.6467975084345e-05	1.35425442214908e-05	1.1649697811492e-05	1.11144199258337e-05	1.33868376829909e-05	1.37717135791182e-05	1.48018172146389e-05	1.30892581790188e-05	1.39355284813865e-05	1.5569816275594e-05	1.77507726168952e-05	1.71279890363343e-05	1.50295465400414e-05	1.15711215824144e-05	1.7522081521864e-05	1.54516003707694e-05	1.38384386871224e-05	1.5668214445189e-05	1.49903971754251e-05	1.38366951563593e-05	1.60748491167197e-05	1.93354479540248e-05	1.64636833908413e-05	2.28289667023512e-05	1.9186696427476e-05	1.77337313474182e-05	1.59799717798502e-05	2.01707898048673e-05	1.52376349877493e-05	1.65102480426898e-05	2.0345165454032e-05	1.65250784391054e-05	1.7247407232132e-05	1.69016083751981e-05	1.7933340786689e-05	1.4945256469583e-05	1.7273320174626e-05	1.49866340195603e-05	9.87394258553883e-06	9.88965425011652e-06	9.27011408754084e-06	1.16634535471388e-05	7.66799308780982e-06	1.01129249235689e-05	1.21110626317908e-05	1.20266771786929e-05	1.14303874845088e-05	1.26976780934722e-05	1.11208879836027e-05	1.07599871465284e-05	1.06536396915949e-05	1.28959111464084e-05	9.28065077572669e-06	8.68293987350397e-06	7.89258685322567e-06	1.09314287153209e-05	1.11406170915218e-05	9.58543123553983e-06	1.16851815260011e-05	1.72932103944191e-05	9.40780916456447e-06	9.39550619730083e-06	1.10511923195338e-05	1.24243191858982e-05	1.0591209064172e-05	1.0459712714866e-05	1.14754067228124e-05	1.22721672914433e-05	1.57607827505789e-05	1.66775183573609e-05	1.48328611540508e-05	1.96059696563413e-05	1.64194897498381e-05	2.99812090962047e-05	1.93693548081949e-05	2.11615232835021e-05	1.45418020198854e-05	2.0373231450301e-05	1.70696876045195e-05	2.15029389112205e-05	1.84533262178221e-05	1.6954496508349e-05	2.05967545433409e-05	1.89059219113846e-05	2.27298999371751e-05	1.69205033481606e-05	2.19877741250064e-05	2.18988210988171e-05	1.94917821337622e-05	1.58063444913452e-05	1.97697506496446e-05	2.57464941038829e-05	2.15081930731414e-05	2.56482778847801e-05	2.1203383464412e-05	1.1046301345176e-05	2.20206979337261e-05	1.77984582671263e-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	0.000190936716973868	2.89379115300936e-05	0.000360363746407883	6.94934625355261e-05	0.000443602686838677	7.18823389557628e-05	8.83578083252552e-05	0.000551091492877839	0.000639865887278434	7.74031186314968e-05	0.00134652799581714	6.21296756540323e-05	5.38620439216332e-05	5.5421881948897e-05	0.000237036531301666	5.38856473972938e-05	6.95750638180268e-05	0.000304826284907831	9.41264788514222e-05	5.33058248150803e-05	0.00125689445097653	5.49123368728531e-05	0.000166331831046536	0.000549421719518184	0.000503676420520372	8.56211682200606e-05	0.000495638897402276	0.000101636596281575	0.000410299863384655	0.00026320956964945	0.000721654404206587	0.000178067687896691	0.000113175784723648	0.00030000078299006	0.000292678307532622	8.61320242669619e-05	0.000670331180702539	0.000174617074008689	0.00053119516922242	5.99155045599544e-05	0.000587401090969087	0.00016747609836164	0.000102618701253013	0.000855785389210216	0.000144629629966606	9.31719134407226e-05	0.000496155429391213	9.35689101143557e-05	0.000316480971556773	0.000101863498194041	0.000415350774798781	0.000719397959949999	0.00078175015831619	0.000119894489026904	0.000813995245289807	9.13685747287213e-05	0.0010450307653694	0.000580513481023717	7.15101446465443e-05	0.000531605448510882	0.00165459432178532	0.000995686836544523	0.000970670332171222	0.00118288788339522	0.000123194181286197	0.00113985644245447	0.00122112187235284	6.84060760427831e-05	3.85833493482183e-05	0.00162264487649844	0.000940978088866596	0.000544388988554393	0.000391211785669557	0.00256826502973427	6.15903337994719e-05	5.30864440597244e-05	3.73763213703764e-05	0.00162806563271689	5.70654483663889e-05	0.00197330325521234	0.00195864926074505	0.000339605037405441	0.00152794551837465	0.00153369271881293	0.00156764766644482	0.00216799758469123	4.13877354631821e-05	6.19528292210331e-05	0.00167810196786013	0.000988425125026331	0.00319639304207845	0.0010475143760642	0.000134485774521544	0.000100871912504839	0.00321246500664657	9.51922209321197e-05	8.4621024321175e-05	9.02665287541572e-05	0.000119485588609539	9.44994954341529e-05	0.00101257386367374	0.000760926310696891	0.000141926452555446	0.000131727026975928	0.00010148447377525	0.000134716830523461	0.000106411315445279	0.000132715467032776	6.17862767280686e-05	0.000121872985340107	0.000115365885272405	8.84228728379748e-05	0.000131810183950391	9.68563448758321e-05	0.000648058124779015	9.86704745743606e-05	7.31394621802908e-05	0.000377812542431595	9.45050814048721e-05	0.000264826494733473
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA3636;g__;s__	3.47267274097701e-05	4.21265955085416e-05	5.20776358326203e-05	3.26110217254171e-05	3.57777473189723e-05	3.26299290946368e-05	3.58016820642797e-05	3.56961535360544e-05	0.00072264333867896	3.5371626056258e-05	3.5799317417142e-05	3.34704309490092e-05	3.82474689551662e-05	3.67652629456682e-05	3.37790261154503e-05	3.36334178218997e-05	4.46187512137148e-05	3.26113829602856e-05	2.97766191235182e-05	3.07161031923439e-05	3.97381838008276e-05	3.21177219590052e-05	3.5634478248452e-05	4.27220375939367e-05	4.93903546204461e-05	2.25352452216245e-05	2.87507847481525e-05	5.85619363024139e-05	3.44913435213186e-05	3.16808954735573e-05	0.00623468968696656	3.21834648964384e-05	0.0084773307044671	0.0059672436477908	4.50391306902091e-05	3.33431862943218e-05	0.00394534532472857	0.00596973935583771	0.00736412134501932	4.08683112868154e-05	0.00270096858169691	0.00582052061357389	0.00630932589892046	3.91916786138611e-05	0.00631391483748081	0.00106507623073495	0.0157206371634872	0.00240629819387009	0.011383904317022	0.00469638183313334	0.0131359832498692	5.69285767963231e-05	6.74135960269411e-05	0.00821675011298252	4.12451607080953e-05	0.00769213018634067	0.00951532777893411	0.00877578791260349	5.25754339310032e-05	0.00497137465580706	2.36784907976404e-05	0.00380912973661711	0.00647001293120265	0.00411280538271632	0.00512536074816608	0.00643369669693085	0.00388319455390316	0.0036688981671957	2.3869409085492e-05	0.00872229131663805	2.4390297382045e-05	0.00351451187494445	0.00454388765541936	0.00726028779157759	2.07637950454475e-05	1.96806862004031e-05	2.13730013205245e-05	0.00607332522306403	0.000121027422001309	0.000106952730455419	3.04446502997103e-05	8.21300557360168e-05	2.35164414058807e-05	2.44007885509841e-05	2.96270532948198e-05	0.00597078784866866	0.00610537382256148	2.37762475583138e-05	0.00489835265900643	0.00461978634100561	2.46330990649086e-05	8.71052094837336e-05	3.75230344165989e-05	3.23269067746516e-05	2.59614898341992e-05	4.21534191999569e-05	3.68834620590469e-05	3.87576968259461e-05	2.55741613866628e-05	3.45290677621961e-05	3.69490680719543e-05	3.30722919777047e-05	3.57704961884646e-05	3.11861847356818e-05	3.47791241419555e-05	3.15522316622859e-05	3.14671736091352e-05	3.02610051282362e-05	2.97356094445249e-05	3.60569823807294e-05	4.73968233502142e-05	2.88564483998581e-05	3.42603103022315e-05	4.14876496959429e-05	3.77927220499485e-05	4.05830303749375e-05	4.21054128966824e-05	2.38020345967458e-05	3.59118150371284e-05	4.17652140971625e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__UBA3637;g__UBA7488;s__	0.000460233823947286	0.000222790076511632	0.000917100883134678	0.000904591954440891	0.000195040430351493	0.00156088095525567	0.000299363168779685	0.000680622772629808	0.000813296360964451	0.000553315425993307	0.000147435766822907	0.000758385216588484	0.000241319729689432	0.00209865471490944	0.00017727774623654	2.17887303602675e-05	0.00158189897855178	0.000262938088659264	0.000812137409218917	0.000915284573902605	0.000626889552178084	0.000216473243316217	0.000533037834018433	0.000311035177831159	0.000639078666020795	0.000294692133880786	0.00076259078450488	0.000299077308344332	8.34910456995406e-05	0.00120262218793164	0.000325128982954554	0.000162038834219046	5.50436051777817e-05	6.52334092696247e-05	0.000127874474159734	0.000155179518914596	0.000132009103310008	5.91169252215504e-05	0.000177229475298537	0.000789147335748626	0.000198731156326182	0.00109716037477306	3.34694834331507e-05	0.00037464000258661	6.12928328826273e-05	6.83379396335058e-05	0.000151429160006136	0.000346179039713003	0.000222570141242914	0.000244084939951698	0.000294385882329773	0.000390837974188602	0.00104677497175043	3.94405869421074e-05	0.000369746321861784	0.000200892138445872	0.000198933903793703	0.000103636309871888	0.000252594058418685	0.00103701170282015	8.32579502775419e-05	0.000512352727817432	2.89565778729494e-05	7.07105162947885e-05	0.000212573091565988	7.92796739945291e-05	0.000186833666703872	4.63886977505421e-05	0.000219722919851671	0.000109697445368124	0.000403687879345537	0.0001250408828429	7.03142847050099e-05	6.12052620029941e-05	5.07368542312535e-05	2.59135064630171e-05	0.00111153315839626	0.000188481132540479	3.82285814621882e-05	5.68053494273701e-05	2.30152653823536e-05	0.000894868383849518	0.000624154285490997	7.47955153923292e-05	0.00103872740222396	0.00013071435795101	0.000460578203272322	0.000100049318783328	7.26339999734218e-05	0.000329444925790866	2.01861491702595e-05	0.00014307454296648	1.94854492066291e-05	3.80767676116692e-05	2.16091248125468e-05	0.000637690760138786	3.14653744125787e-05	0.000235093188520567	2.27848003091258e-05	0.000171260572029591	0.000336810231605467	3.04176329616676e-05	0.000602200817633897	0.000134239643685037	5.76285219536798e-05	8.206860035039e-05	4.35466810200366e-05	0.000653691889946263	2.69239705291612e-05	4.16840498786133e-05	0.000223754089012749	0.000785029268241775	6.0440652026405e-05	0.000821700142222105	0.000109179175543774	0.000248557557768378	2.35579306941057e-05	1.57819798202037e-05	0.00231902234858507	0.000188610901135619
